,smiles,core_smiles,E_neu(eV),E_an(eV),E_neu - E_an(eV),E(meV),GP-calibrated E vs Li/Li+ (V),GP uncertainty (meV),boltzmann_averaged_electronic_coupling (eV)
612,C[n+]1cc(CC[N+](C)(C)C)cc2ccc3cc(CC[N+](C)(C)C)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2207.654768,-2217.732795,10.07802647,5232.026468,3.03114133,313.497489,
613,COCCc1cnc2ccccc2n1,c1ccc2nccnc2c1,-1077.180898,-1084.272669,7.091770776,2245.770776,3.031696818,5.350287753,
614,COc1ccc2nccnc2c1,c1ccc2nccnc2c1,-905.1230377,-912.2181647,7.095127021,2249.127021,3.032172923,4.970993369,
615,C[n+]1ccc(CC[N+](C)(C)C)c2ccc3c(CC[N+](C)(C)C)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2207.538064,-2217.634253,10.09618871,5250.188708,3.036254672,315.1958325,
616,COCCc1cccc2nccnc12,c1ccc2nccnc2c1,-1077.131374,-1084.241842,7.110468438,2264.468438,3.038700701,4.11494353,
617,C[n+]1cccc2cc(C[N+](C)(C)C)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1592.396762,-1602.529827,10.13306532,5287.065321,3.046234882,318.823017,
618,C[n+]1cccc2ccc3cc(C[N+](C)(C)C)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1592.529379,-1602.669592,10.14021265,5294.212652,3.048149287,319.5206555,
619,Oc1ccc2nccnc2c1,c1ccc2nccnc2c1,-819.1777511,-826.3039217,7.126170599,2280.170599,3.04883396,3.109722139,
620,C[n+]1cccc2c(CC[N+](C)(C)C)c(CC[N+](C)(C)C)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2207.236908,-2217.394523,10.15761564,5311.615641,3.052822512,321.3670301,
621,C[n+]1c(CC[N+](C)(C)C)ccc2ccc3ccc(CC[N+](C)(C)C)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2207.281036,-2217.446485,10.16544843,5319.448426,3.054817879,322.1435605,
622,C[n+]1ccc(-c2cc(C[N+](C)(C)C)[n+](C)c(C[N+](C)(C)C)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1917.817479,-1928.19701,10.37953083,5533.530829,3.056383619,136.9233141,
623,C[n+]1cccc2ccc3c(C[N+](C)(C)C)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1592.390424,-1602.566273,10.17584923,5329.849229,3.057445449,323.2109102,
624,C[n+]1ccc(-c2cc[n+](C)c(C[N+](C)(C)C)c2)cc1C[N+](C)(C)C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1917.913202,-1928.302477,10.38927483,5543.274834,3.058100409,138.9371504,
625,COCCc1ccc2nccnc2c1,c1ccc2nccnc2c1,-1077.132978,-1084.276746,7.143767994,2297.767994,3.061269391,4.663092299,
626,Oc1cccc2nccnc12,c1ccc2nccnc2c1,-819.2244809,-826.3891323,7.164651333,2318.651333,3.06862701,1.562568006,
627,COCc1cnc2ccccc2n1,c1ccc2nccnc2c1,-991.0136028,-998.1825857,7.168982875,2322.982875,3.07200238,1.800231215,
628,C[n+]1cccc2ccc3ccc(C[N+](C)(C)C)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1592.168146,-1602.403747,10.23560064,5389.600644,3.072510944,329.6640378,
629,COCc1nc2ccccc2nc1COC,c1ccc2nccnc2c1,-1273.850169,-1281.041388,7.191219537,2345.219537,3.084247061,2.310478435,
630,COCc1ccc2ncc(COC)nc2c1,c1ccc2nccnc2c1,-1273.824513,-1281.038404,7.213890776,2367.890776,3.096802645,3.443571542,
631,COCc1ccc2nccnc2c1,c1ccc2nccnc2c1,-990.9516554,-998.1656903,7.214034861,2368.034861,3.097625503,3.40388467,
632,COCc1cccc2nccnc12,c1ccc2nccnc2c1,-990.9448635,-998.1658923,7.221028743,2375.028743,3.100818102,5.549249013,
633,C[n+]1cccc2c(C[N+](C)(C)C)c(C[N+](C)(C)C)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2034.02522,-2044.497068,10.47184786,5625.847865,3.123280971,358.905636,
634,C[n+]1cc(C[N+](C)(C)C)cc2ccc3cc(C[N+](C)(C)C)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2034.712804,-2045.208602,10.49579852,5649.798525,3.127939025,362.2961989,
635,COCc1cc2nccnc2cc1COC,c1ccc2nccnc2c1,-1273.724864,-1281.004875,7.280010933,2434.010933,3.135509818,9.154309846,
636,COCc1ccc(COC)c2nccnc12,c1ccc2nccnc2c1,-1273.743893,-1281.024587,7.28069434,2434.69434,3.135950332,9.277572725,
637,C[n+]1ccc(C[N+](C)(C)C)c2ccc3c(C[N+](C)(C)C)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2034.428156,-2044.982914,10.55475806,5708.758061,3.137984846,370.6352591,
638,C[n+]1c(C[N+](C)(C)C)ccc2ccc3ccc(C[N+](C)(C)C)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-2033.982148,-2044.622958,10.6408102,5794.810197,3.151695133,383.6373203,
639,Sc1cnc2ccccc2n1,c1ccc2nccnc2c1,-796.8796208,-804.2201886,7.340567826,2494.567826,3.168909285,11.62561673,
640,Sc1ccc2nccnc2c1,c1ccc2nccnc2c1,-796.7022239,-804.0476477,7.345423794,2499.423794,3.169335157,11.20455088,
641,C[N+](C)(C)CCc1ccc2nccnc2c1,c1ccc2nccnc2c1,-1237.078239,-1244.467444,7.389204495,2543.204495,3.195253832,13.90248161,
642,Sc1cccc2nccnc12,c1ccc2nccnc2c1,-796.797046,-804.2290829,7.432036893,2586.036893,3.219489125,16.50803702,
643,Sc1nc2ccccc2nc1S,c1ccc2nccnc2c1,-885.5710494,-893.0073224,7.436273006,2590.273006,3.22048066,16.85213695,
644,C[N+](C)(C)CCc1cnc2ccccc2n1,c1ccc2nccnc2c1,-1237.16531,-1244.625575,7.460264781,2614.264781,3.236088974,18.1941831,
645,Sc1cc2nccnc2cc1S,c1ccc2nccnc2c1,-885.1839503,-892.6553792,7.471428829,2625.428829,3.240767854,18.89592714,
646,Sc1ccc2ncc(S)nc2c1,c1ccc2nccnc2c1,-885.4387594,-892.9327328,7.493973457,2647.973457,3.252718823,20.23301317,
647,C[N+](C)(C)CCc1cccc2nccnc12,c1ccc2nccnc2c1,-1237.187365,-1244.695343,7.507977514,2661.977514,3.261034708,21.0224756,
648,C[N+](C)(C)CCc1cc2nccnc2cc1CC[N+](C)(C)C,c1ccc2nccnc2c1,-1765.896331,-1773.420154,7.523823276,2677.823276,3.271045965,21.98086102,
649,C[N+](C)(C)Cc1ccc2nccnc2c1,c1ccc2nccnc2c1,-1150.930873,-1158.504957,7.574083712,2728.083712,3.299572441,25.01006355,
650,C[N+](C)(C)Cc1cnc2ccccc2n1,c1ccc2nccnc2c1,-1150.980546,-1158.62461,7.644064202,2798.064202,3.344734658,29.81425975,
651,Sc1ccc(S)c2nccnc12,c1ccc2nccnc2c1,-885.4245835,-893.086092,7.661508564,2815.508564,3.351089544,30.03323713,
652,C[N+](C)(C)CCc1ccc2ncc(CC[N+](C)(C)C)nc2c1,c1ccc2nccnc2c1,-1766.093244,-1773.753524,7.660279921,2814.279921,3.35440681,30.68067195,
653,C[N+](C)(C)Cc1cccc2nccnc12,c1ccc2nccnc2c1,-1150.954984,-1158.652074,7.697090719,2851.090719,3.36889508,32.16981908,
654,C[N+](C)(C)CCc1nc2ccccc2nc1CC[N+](C)(C)C,c1ccc2nccnc2c1,-1766.134988,-1773.831285,7.696296547,2850.296547,3.371291392,32.09407744,
655,C[N+](C)(C)CCc1ccc(CC[N+](C)(C)C)c2nccnc12,c1ccc2nccnc2c1,-1766.163691,-1774.026055,7.862363744,3016.363744,3.46764907,41.6302489,
656,C[N+](C)(C)Cc1nc2ccccc2nc1C[N+](C)(C)C,c1ccc2nccnc2c1,-1593.705188,-1601.703832,7.998644151,3152.644151,3.546820362,49.44098493,
657,C[N+](C)(C)Cc1ccc2ncc(C[N+](C)(C)C)nc2c1,c1ccc2nccnc2c1,-1593.732625,-1601.744529,8.011904558,3165.904558,3.555063179,50.11892574,
658,C[N+](C)(C)Cc1cc2nccnc2cc1C[N+](C)(C)C,c1ccc2nccnc2c1,-1593.295933,-1601.331597,8.035664045,3189.664045,3.568291527,51.69308439,
659,C[N+](C)(C)Cc1ccc(C[N+](C)(C)C)c2nccnc12,c1ccc2nccnc2c1,-1593.780594,-1601.966566,8.185972209,3339.972209,3.656091101,60.26640619,
