,smiles,core_smiles,E_neu(eV),E_an(eV),E_neu - E_an(eV),E(meV),GP-calibrated E vs Li/Li+ (V),GP uncertainty (meV),boltzmann_averaged_electronic_coupling (eV)
470,CCc1cc(-c2cc[n+](C)cc2)cc[n+]1C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1206.6484,-1216.06737,9.418969391,4572.969391,2.748963812,23.79652055,
471,C[N+](C)(C)Cc1cccc2c1C(=O)c1c(C[N+](C)(C)C)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1864.672917,-1873.218679,8.545761987,3699.761987,2.749503115,61.58628369,
472,COCc1c[n+](C)ccc1-c1cc[n+](C)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1316.832241,-1326.258918,9.426676567,4580.676567,2.752446514,22.87010083,
473,C[n+]1ccc(-c2cc[n+](C)cc2S)c(S)c1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1210.704894,-1220.131911,9.427016927,4581.016927,2.752877801,22.86429803,
474,C[n+]1cccc2ccc3c(N)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1244.621985,-1253.938337,9.31635199,4470.35199,2.753797613,268.4500944,
475,C[n+]1ccc(-c2cc[n+](C)cc2O)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1145.076173,-1154.513014,9.43684059,4590.84059,2.756995513,21.41798789,
476,Nc1ccc2ncc(N)nc2c1,c1ccc2nccnc2c1,-895.7605955,-902.317466,6.556870523,1710.870523,2.758292879,43.5926144,
477,C[n+]1cccc2ccc3cc(N)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1244.402891,-1253.745882,9.342990719,4496.990719,2.765627007,269.2659969,
478,Cc1cc(-c2cc[n+](C)cc2)cc[n+]1C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1120.514996,-1129.991476,9.476479926,4630.479926,2.772023621,16.23335541,
479,C[n+]1ccc(O)c2ccc3c(O)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1372.680292,-1382.038176,9.357884703,4511.884703,2.772086969,269.7369216,
480,C[n+]1cccc2ccc3ccc(N)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1244.615951,-1253.974425,9.358473105,4512.473105,2.77214958,269.776185,
481,C[n+]1ccc(-c2cc[n+](C)c(S)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1122.574508,-1132.059443,9.484934946,4638.934946,2.776561365,15.39979556,
482,C[N+](C)(C)CCc1ccc(CC[N+](C)(C)C)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2205.609322,-2214.374809,8.765486315,3919.486315,2.778441586,38.9104723,
483,C[n+]1ccc(-c2cc[n+](C)cc2S)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1122.400866,-1131.892629,9.491762582,4645.762582,2.779415786,14.35253682,
484,C[n+]1ccc(-c2cc(S)[n+](C)c(S)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1210.944665,-1220.437266,9.492600683,4646.600683,2.77969978,14.06489136,
485,CN(C)c1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1416.804261,-1426.18221,9.377949752,4531.949752,2.780773154,270.3977047,
486,CN(C)c1ccc(N(C)C)c2nccnc12,c1ccc2nccnc2c1,-1239.828253,-1246.450668,6.622415319,1776.415319,2.78961699,38.4793198,
487,CN(C)c1cnc2ccccc2n1,c1ccc2nccnc2c1,-974.4811944,-981.1105735,6.629379057,1783.379057,2.793164901,37.88916162,
488,COCc1cc(-c2cc[n+](C)cc2)cc[n+]1C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1316.86761,-1326.39673,9.529119795,4683.119795,2.794485892,9.12618268,
489,C[n+]1cc(C[N+](C)(C)C)c(C(=O)c2ccccc2)c(C[N+](C)(C)C)c1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1988.871316,-1998.58157,9.710254661,4864.254661,2.79712945,120.2878057,
490,O=C1c2ccccc2C(=O)c2c(S)ccc(S)c21,O=C1c2ccccc2C(=O)c2ccccc21,-1325.129679,-1333.932427,8.802748116,3956.748116,2.797437585,42.13074898,
491,C[N+](C)(C)CCc1cccc2c1C(=O)c1c(CC[N+](C)(C)C)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2205.594245,-2214.397882,8.80363696,3957.63696,2.799394327,42.32086225,
492,C[n+]1c(O)ccc2ccc3ccc(O)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1372.839819,-1382.266413,9.426594398,4580.594398,2.801364764,272.0905774,
493,COCc1cc(-c2cc[n+](C)c(COC)c2)cc[n+]1C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1599.606553,-1609.156778,9.550224628,4704.224628,2.803195196,7.5832135,
494,COc1ccc2ccc3ccc(OC)[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1544.698991,-1554.130129,9.431138276,4585.138276,2.803396638,272.3007918,
495,COCc1cc(-c2cc[n+](C)cc2)cc(COC)[n+]1C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1599.567582,-1609.123991,9.556408695,4710.408695,2.805326338,5.680484232,
496,C[n+]1cc(C[N+](C)(C)C)cc(-c2cc(C[N+](C)(C)C)c[n+](C)c2)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1918.493379,-1928.206923,9.713544656,4867.544656,2.805687848,255.0368231,
497,C[n+]1ccc(-c2cc[n+](C)c(S)c2)cc1S,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1210.913612,-1220.487353,9.573740933,4727.740933,2.812026857,3.616333072,
498,C[N+](C)(C)Cc1ccc2c(c1)C(=O)c1cc(C[N+](C)(C)C)ccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2033.373516,-2042.20856,8.835044453,3989.044453,2.814097998,44.94693487,
499,C[n+]1ccc(-c2cc[n+](C)cc2CC[N+](C)(C)C)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1562.671141,-1572.258338,9.587196912,4741.196912,2.81734178,1.7050744,
500,C[n+]1cccc2cc(N)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1244.29829,-1253.766343,9.468053886,4622.053886,2.818715099,273.6890365,
501,CN(C)c1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1416.51733,-1425.986238,9.468908467,4622.908467,2.818935176,273.7190322,
502,COCCc1ccc2ccc3ccc(CCOC)[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1888.640792,-1898.118093,9.477300238,4631.300238,2.822437674,274.0473689,
503,Cc1cc[n+](C)c2c1ccc1c(C)cc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1323.235177,-1332.716585,9.481408752,4635.408752,2.824379387,274.2735103,
504,Nc1cc2nccnc2cc1N,c1ccc2nccnc2c1,-895.4775451,-902.171375,6.693829875,1847.829875,2.825495438,32.91392665,
505,Nc1ccc(N)c2nccnc12,c1ccc2nccnc2c1,-895.4525005,-902.1657275,6.71322695,1867.22695,2.835008109,31.51985457,
506,Cc1ccc2ccc3ccc(C)[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1323.290401,-1332.80368,9.513279526,4667.279526,2.837257657,275.5689734,
507,C[n+]1cc(O)cc2ccc3cc(O)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1372.367544,-1381.882413,9.514869078,4668.869078,2.837821479,275.6226353,
508,COc1cc[n+](C)c2c1ccc1ccc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1347.505845,-1357.022174,9.516329001,4670.329001,2.838419218,275.6958535,
509,C[N+](C)(C)Cc1cc2c(cc1C[N+](C)(C)C)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2033.014396,-2041.914863,8.900467121,4054.467121,2.846572069,50.81643271,
510,CN(C)c1cc2nccnc2cc1N(C)C,c1ccc2nccnc2c1,-1239.946217,-1246.688294,6.742077236,1896.077236,2.849013141,29.36387086,
511,C[n+]1cc(-c2ccc(C[N+](C)(C)C)[n+](C)c2)ccc1C[N+](C)(C)C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1917.953013,-1927.792193,9.839179674,4993.179674,2.849052689,262.8252521,
512,C[n+]1ccc(-c2c(CC[N+](C)(C)C)c[n+](C)cc2CC[N+](C)(C)C)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-2091.197251,-2100.867923,9.670672149,4824.672149,2.849161351,11.38478981,
513,COc1cc2ccc3cc(OC)c[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1544.214697,-1553.757952,9.543255426,4697.255426,2.849229497,276.8747713,
514,CCc1cc[n+](C)c2c1ccc1c(CC)cc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1495.397332,-1504.946654,9.549322396,4703.322396,2.851624683,277.1690419,
515,C[n+]1ccc(-c2cc[n+](C)cc2CC[N+](C)(C)C)c(CC[N+](C)(C)C)c1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-2091.14752,-2100.8264,9.678879538,4832.879538,2.852158115,12.6103154,
516,C[n+]1ccc(-c2cc[n+](C)c(CC[N+](C)(C)C)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1562.692314,-1572.374272,9.681957805,4835.957805,2.853245216,13.0614791,
517,Cc1c(C)c2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1322.930689,-1332.491672,9.560982985,4714.982985,2.856132556,277.6796878,
518,Cc1cc2ccc3cc(C)c[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1323.17912,-1332.75107,9.571949736,4725.949736,2.860548206,278.1893539,
519,C[n+]1ccc(S)c2ccc3c(S)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1327.54051,-1337.126907,9.586397487,4740.397487,2.866179014,278.8820622,
520,COCCc1cc2ccc3cc(CCOC)c[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1888.453403,-1898.044921,9.591517426,4745.517426,2.867940157,279.1115678,
521,C[n+]1c(C[N+](C)(C)C)cc(C(=O)c2ccccc2)cc1C[N+](C)(C)C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1988.340456,-1998.263699,9.923243108,5077.243108,2.868105566,152.7309959,
522,C[n+]1cccc2ccc3ccc(O)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1261.560057,-1271.154789,9.594731685,4748.731685,2.869293727,279.2847856,
523,COc1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1347.49069,-1357.087078,9.59638829,4750.38829,2.8700225,279.3712637,
524,C[n+]1ccc(C[N+](C)(C)C)c(-c2c[n+](C)ccc2C[N+](C)(C)C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1918.098244,-1928.000534,9.902290339,5056.290339,2.870165769,267.5069707,
525,C[n+]1cccc2ccc3c(O)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1261.408125,-1271.012872,9.604747024,4758.747024,2.873329291,279.8003569,
526,Nc1cnc2ccccc2n1,c1ccc2nccnc2c1,-802.0860033,-808.8765245,6.790521235,1944.521235,2.873397421,25.7609631,
527,CCc1cc2ccc3cc(CC)c[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1495.408998,-1505.017075,9.608077469,4762.077469,2.874507898,279.9479791,
528,COCCc1cc[n+](C)c2c1ccc1c(CCOC)cc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1888.330746,-1897.940764,9.610017683,4764.017683,2.875238649,280.0405423,
529,CCc1ccc2ccc3ccc(CC)[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1495.341602,-1504.955662,9.61406085,4768.06085,2.876839043,280.2684492,
530,COCCc1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1519.486055,-1529.102095,9.616040219,4770.040219,2.877732547,280.3855398,
531,C[n+]1cccc2ccc3cc(O)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1261.346349,-1270.966209,9.619860773,4773.860773,2.879035907,280.5616189,
532,Cc1cc[n+](C)c2c1ccc1ccc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1236.752246,-1246.375247,9.623001562,4777.001562,2.880252593,280.731856,
533,CN(C)c1cccc2nccnc12,c1ccc2nccnc2c1,-974.0876875,-980.8941968,6.8065093,1960.5093,2.881404774,24.59014908,
534,COCCc1cc2ccc3ccc[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1519.436135,-1529.066539,9.630403435,4784.403435,2.883050145,281.1063948,
535,Cc1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1236.781969,-1246.418206,9.636236662,4790.236662,2.885230535,281.4264954,
536,C[n+]1c(S)ccc2ccc3ccc(S)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1327.402205,-1337.043039,9.640833857,4794.833857,2.886861805,281.6188921,
537,CCc1c(CC)c2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1495.104137,-1504.749047,9.644910348,4798.910348,2.888425115,281.825059,
538,C[n+]1cccc(-c2ccc[n+](C)c2C[N+](C)(C)C)c1C[N+](C)(C)C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1917.126844,-1927.093762,9.96691825,5120.91825,2.890215752,272.6617417,
539,COc1cc2ccc3ccc[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1347.246014,-1356.896191,9.65017722,4804.17722,2.890480286,282.1423598,
540,CCc1cc[n+](C)c2c1ccc1ccc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1322.83524,-1332.488334,9.653094668,4807.094668,2.891716077,282.317627,
541,COCCc1c(CCOC)c2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1888.05492,-1897.709091,9.654170377,4808.170377,2.892179685,282.3986013,
542,Cc1nc2ccccc2nc1C,c1ccc2nccnc2c1,-880.9563985,-887.7893442,6.832945748,1986.945748,2.892719187,22.71131597,
543,COc1nc2ccccc2nc1OC,c1ccc2nccnc2c1,-1102.63776,-1109.46937,6.831609659,1985.609659,2.894193407,22.93190113,
544,C[n+]1cccc2c(O)c(O)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1372.176856,-1381.839165,9.662309298,4816.309298,2.895087389,282.791052,
545,COc1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1347.326143,-1356.991007,9.66486325,4818.86325,2.895961839,282.9356781,
546,Cc1cc2ccc3ccc[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1236.724919,-1246.390469,9.66555039,4819.55039,2.896218512,282.986601,
547,C[n+]1cccc2cc(O)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1261.37833,-1271.044713,9.666383848,4820.383848,2.896553003,283.0284518,
548,C[n+]1ccc(-c2cc[n+](C)cc2C[N+](C)(C)C)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1476.188103,-1485.991892,9.803789188,4957.789188,2.89665807,31.85699335,
549,CCc1nc2ccccc2nc1CC,c1ccc2nccnc2c1,-1053.144963,-1059.990285,6.84532208,1999.32208,2.898209648,21.90243359,
550,C[n+]1cccc2ccc3c(S)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1238.90341,-1248.57593,9.672520512,4826.520512,2.898783935,283.3690265,
551,CN(C)c1ccc2nccnc2c1,c1ccc2nccnc2c1,-974.1728033,-981.0150788,6.842275444,1996.275444,2.90049907,22.05224041,
552,COCCc1cc[n+](C)c2c1ccc1ccc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1519.302586,-1528.985882,9.683295386,4837.295386,2.902858171,283.9763965,
553,CCc1cc2ccc3ccc[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1322.838348,-1332.523617,9.685268968,4839.268968,2.903633464,284.0790865,
554,CCc1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1322.807711,-1332.494459,9.686747861,4840.747861,2.904262166,284.1848212,
555,Cc1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1236.665913,-1246.357225,9.691311647,4845.311647,2.90582571,284.445726,
556,C[n+]1cccc2ccc3ccc(S)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1238.837775,-1248.53738,9.699604517,4853.604517,2.908824324,284.8932498,
557,CCc1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1322.754453,-1332.463427,9.708974016,4862.974016,2.912177778,285.4590844,
558,C[n+]1cc(S)cc2ccc3cc(S)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1327.202595,-1336.911458,9.708863739,4862.863739,2.912346361,285.464877,
559,Nc1cccc2nccnc12,c1ccc2nccnc2c1,-801.8897329,-808.754219,6.864486095,2018.486095,2.913567642,20.53281673,
560,COCc1cc[n+](C)c2c1ccc1c(COC)cc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1715.841794,-1725.565273,9.723478695,4877.478695,2.917490822,286.319975,
561,C[n+]1ccc(-c2cc(CC[N+](C)(C)C)[n+](C)c(CC[N+](C)(C)C)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-2091.120088,-2100.990193,9.870105347,5024.105347,2.918686987,42.59469886,
562,COc1c(OC)c2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1543.689737,-1553.419672,9.729934424,4883.934424,2.919966182,286.7569386,
563,C[n+]1cccc2ccc3cc(S)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1238.737935,-1248.472288,9.734353626,4888.353626,2.921352693,286.9663576,
564,CC1(C)N([O])C(c2c(S)cccc2S)=[N+]([O-])C1(C)C,CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1548.889227,-1558.303009,9.413781832,4567.781832,2.923170953,107.8139844,
565,COCCc1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1519.222116,-1528.963533,9.741417555,4895.417555,2.923937245,287.4060341,
566,COCc1cc[n+](C)c2c1ccc1ccc[n+](C)c12,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1433.05468,-1442.797047,9.74236789,4896.36789,2.924235665,287.4521597,
567,Nc1ccc2nccnc2c1,c1ccc2nccnc2c1,-801.8745034,-808.7675309,6.893027447,2047.027447,2.924291658,18.47632864,
568,Cc1ccc2ncc(C)nc2c1,c1ccc2nccnc2c1,-880.903534,-887.79457,6.891036003,2045.036003,2.924377751,18.5966017,
569,COCc1cc2ccc3cc(COC)c[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1715.875097,-1725.618371,9.743274417,4897.274417,2.924600888,287.512959,
570,COCc1cc2ccc3ccc[n+](C)c3c2[n+](C)c1,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1433.069793,-1442.822716,9.752922257,4906.922257,2.927985997,288.0943128,
571,COCc1cc2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1433.034328,-1442.79418,9.759852,4913.852,2.930428757,288.5337961,
572,COCc1ccc2ccc3ccc[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1433.063246,-1442.823781,9.76053488,4914.53488,2.930567084,288.5577191,
573,COCc1ccc2ccc3ccc(COC)[n+](C)c3c2[n+]1C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1715.82306,-1725.583221,9.760161529,4914.161529,2.930620945,288.5786486,
574,C[n+]1ccc(-c2cc[n+](C)c(C[N+](C)(C)C)c2)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1476.10974,-1486.019401,9.909660523,5063.660523,2.931583398,49.17724457,
575,CCc1ccc2ncc(CC)nc2c1,c1ccc2nccnc2c1,-1053.158029,-1060.065812,6.90778212,2061.78212,2.933817745,17.44323563,
576,C[n+]1cccc2cc(S)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1238.747844,-1248.517738,9.769894135,4923.894135,2.933982427,289.1671968,
577,COCCc1nc2ccccc2nc1CCOC,c1ccc2nccnc2c1,-1446.185517,-1453.098361,6.912843819,2066.843819,2.934019136,17.06894734,
578,COCc1c(COC)c2ccc[n+](C)c2c2c1ccc[n+]2C,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1715.564533,-1725.337921,9.773388389,4927.388389,2.935095313,289.3871697,
579,C[N+](C)(C)Cc1ccc(C[N+](C)(C)C)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2033.040325,-2042.123661,9.083335501,4237.335501,2.939134198,68.69217571,
580,C[N+](C)(C)Cc1cccc2c1C(=O)c1c(C[N+](C)(C)C)cccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-2033.09783,-2042.191397,9.093566102,4247.566102,2.945042237,69.81440929,
581,Cc1ccc(C)c2nccnc12,c1ccc2nccnc2c1,-880.7839737,-887.722151,6.938177237,2092.177237,2.946389304,15.4673162,
582,C[n+]1ccc(-c2cc[n+](C)c(CC[N+](C)(C)C)c2)cc1CC[N+](C)(C)C,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-2091.111236,-2101.068392,9.957155884,5111.155884,2.946574608,57.25861519,
583,C[n+]1cccc2c(S)c(S)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1327.010211,-1336.830002,9.8197902,4973.7902,2.951243975,292.518493,
584,Oc1nc2ccccc2nc1O,c1ccc2nccnc2c1,-930.7538904,-937.7055111,6.951620629,2105.620629,2.953465332,14.50293956,
585,CCc1ccc(CC)c2nccnc12,c1ccc2nccnc2c1,-1053.04847,-1059.997288,6.948818593,2102.818593,2.954143123,14.62769007,
586,COc1ccc2ncc(OC)nc2c1,c1ccc2nccnc2c1,-1102.403195,-1109.360263,6.957068781,2111.068781,2.958118448,14.05155346,
587,Cc1cc2nccnc2cc1C,c1ccc2nccnc2c1,-880.8181266,-887.7934089,6.975282305,2129.282305,2.966538397,12.89710054,
588,Cc1cnc2ccccc2n1,c1ccc2nccnc2c1,-794.557361,-801.550221,6.992859963,2146.859963,2.975246843,11.61570145,
589,COc1cc2nccnc2cc1OC,c1ccc2nccnc2c1,-1101.962417,-1108.955831,6.993414838,2147.414838,2.975900914,11.58729166,
590,CCc1cnc2ccccc2n1,c1ccc2nccnc2c1,-880.6801937,-887.6792224,6.99902868,2153.02868,2.979127225,11.36821916,
591,CCc1cc2nccnc2cc1CC,c1ccc2nccnc2c1,-1053.01796,-1060.017166,6.999206478,2153.206478,2.981367731,11.24647961,
592,COc1ccc(OC)c2nccnc12,c1ccc2nccnc2c1,-1101.750941,-1108.761959,7.01101846,2165.01846,2.986232792,10.55803495,
593,C[n+]1cccc2ccc3c(CC[N+](C)(C)C)cc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1678.928856,-1688.856008,9.92715259,5081.15259,2.986269975,300.4147966,
594,C[n+]1cccc2ccc3cc(CC[N+](C)(C)C)c[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1678.894469,-1688.846559,9.952089851,5106.089851,2.994090541,302.447732,
595,C[n+]1cccc2ccc3ccc(CC[N+](C)(C)C)[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1678.812921,-1688.768514,9.955592178,5109.592178,2.995137997,302.698306,
596,Oc1ccc2ncc(O)nc2c1,c1ccc2nccnc2c1,-930.5343562,-937.5682664,7.033910272,2187.910272,2.998130036,8.895293411,
597,COc1cnc2ccccc2n1,c1ccc2nccnc2c1,-905.4313478,-912.4643066,7.032958778,2186.958778,3.002960572,9.528577377,
598,C[n+]1ccc(-c2c(C[N+](C)(C)C)c[n+](C)cc2C[N+](C)(C)C)cc1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1918.068621,-1928.232231,10.16361009,5317.610095,3.005584838,94.45313769,
599,C[n+]1ccc(-c2cc[n+](C)cc2C[N+](C)(C)C)c(C[N+](C)(C)C)c1,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-1918.106251,-1928.273698,10.1674468,5321.446798,3.006314907,95.16916075,
600,C[n+]1cccc2cc(CC[N+](C)(C)C)c3ccc[n+](C)c3c21,C[n+]1cccc2ccc3ccc[n+](C)c3c21,-1678.739603,-1688.735614,9.996010829,5150.010829,3.007399091,306.0994631,
601,Cc1cccc2nccnc12,c1ccc2nccnc2c1,-794.4687873,-801.5196146,7.050827286,2204.827286,3.009707304,7.861773511,
602,CCc1cccc2nccnc12,c1ccc2nccnc2c1,-880.5993567,-887.6543348,7.054978148,2208.978148,3.01247004,7.650852595,
603,COCCc1ccc2ncc(CCOC)nc2c1,c1ccc2nccnc2c1,-1446.165111,-1453.23005,7.06493903,2218.93903,3.01415868,6.87304697,
604,Oc1cc2nccnc2cc1O,c1ccc2nccnc2c1,-930.1643194,-937.227311,7.062991591,2216.991591,3.015999632,7.070743803,
605,Cc1ccc2nccnc2c1,c1ccc2nccnc2c1,-794.4942894,-801.5574642,7.0631748,2217.1748,3.018014807,7.93678821,
606,COc1cccc2nccnc12,c1ccc2nccnc2c1,-904.9896243,-912.0612935,7.071669202,2225.669202,3.018292877,6.470250673,
607,CCc1ccc2nccnc2c1,c1ccc2nccnc2c1,-880.6231528,-887.6966347,7.073481872,2227.481872,3.021225419,6.37575039,
608,COCCc1cc2nccnc2cc1CCOC,c1ccc2nccnc2c1,-1446.065046,-1453.144882,7.079835584,2233.835584,3.025838948,6.069740245,
609,Oc1cnc2ccccc2n1,c1ccc2nccnc2c1,-819.5011805,-826.5850209,7.083840345,2237.840345,3.028035206,7.811480949,
610,COCCc1ccc(CCOC)c2nccnc12,c1ccc2nccnc2c1,-1446.120071,-1453.209432,7.089361376,2243.361376,3.028315172,5.299883287,
611,Oc1ccc(O)c2nccnc12,c1ccc2nccnc2c1,-930.0629811,-937.1539335,7.09095238,2244.95238,3.030226661,5.324701704,
